,Customer Number,Campaign Period Sales,Historical Sales Volume,Date of First Purchase,Number of Prior Year Transactions,Do Not Direct Mail Solicit,Do Not Email,Do Not Telemarket,Repurchase Method,Last Transaction Channel,Desk,Executive Chair,Standard Chair,Monitor,Printer,Computer,Insurance,Toner,Office Supplies,Number of Employees,Language,Service Level,Date of Last Transaction,Number of Transactions,Email Available,Buy,Customer_engagement_days,Days_since_last_transaction,Customer_engagement_length,Language_group
7787,17274412,192.05333333333334,32264.960000000003,1996-11-15,7.0,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2016-01-03,7,True,1,9210,2222,Mid_Term,English
7788,17275169,78.32000000000001,162122.40000000002,1946-01-01,15.0,False,False,False,NOTICE,BRANCH (POS),N,Y,N,N,N,N,N,N,Y,6-10,English,Standard,2016-11-13,15,False,1,27791,1907,Long-Term,English
7790,17285104,724.0133333333333,897052.5199999999,1993-04-15,21.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2012-06-15,21,True,1,10520,3519,Mid_Term,English
7791,17285995,0.0,693253.0800000002,2012-01-17,15.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2012-07-19,15,True,0,3669,3485,Short_Term,English
7792,17287670,620.7314285714285,150217.0057142857,2002-06-28,11.0,False,False,False,AUTO RENEW,AUTO RENEW,Y,Y,N,N,N,N,N,Y,N,6-10,English,Premier,2012-06-14,11,True,1,7159,3520,Mid_Term,English
7794,17288455,0.0,218047.88571428572,1994-02-01,5.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2011-07-18,5,True,0,10228,3852,Mid_Term,English
7795,17288678,0.0,19888.199999999997,1982-03-15,3.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,1-5,Unknowm,Premier,2013-07-28,3,True,0,14569,3111,Mid_Term,European
7796,17290943,0.0,397518.17142857146,1996-09-01,12.0,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2012-07-26,12,False,0,9285,3478,Mid_Term,English
7797,17291257,486.86666666666673,408968.0,1993-10-01,21.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,101-500,English,Standard,2015-12-21,21,True,1,10351,2235,Mid_Term,English
7800,17312793,0.0,286136.4,1997-04-01,15.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2013-08-27,15,True,0,9073,3081,Mid_Term,English
7801,17313859,0.0,789436.6190476192,1997-03-01,47.0,False,False,False,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,N,6-10,Unknowm,Standard,2014-02-25,47,False,0,9104,2899,Mid_Term,European
7802,17314136,717.7,172248.00000000003,1969-06-15,12.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Standard,2010-08-27,12,False,1,19225,4177,Long-Term,English
7803,17314270,0.0,249322.17142857148,1984-05-15,12.0,False,False,False,AUTO RENEW,WEB,N,N,N,N,N,N,Y,N,Y,6-10,Arabic,Standard,2011-01-19,12,True,0,13777,4032,Mid_Term,Asian
7804,17315283,0.0,121578.00000000001,1993-11-01,21.0,False,False,False,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2013-10-05,21,True,0,10320,3042,Mid_Term,English
7805,17326594,0.0,157205.42857142858,1997-01-15,15.0,True,False,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2012-01-25,15,True,0,9149,3661,Mid_Term,English
7806,17330856,0.0,30631.46666666667,1992-10-15,2.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,Unknowm,Premier,2015-05-25,2,False,0,10702,2445,Mid_Term,European
7807,17331874,0.0,443642.4,1994-04-15,19.0,False,False,False,NOTICE,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-01-22,19,True,0,10155,3664,Mid_Term,English
7808,17338850,0.0,167031.42857142858,2014-06-02,18.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2011-06-02,18,True,0,2802,3898,Short_Term,English
7810,17340695,454.62857142857155,850155.4285714288,1989-07-01,22.0,False,False,False,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2011-11-02,22,True,1,11904,3745,Mid_Term,English
7813,17349434,0.0,1655229.3333333335,1995-04-15,19.0,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,101-500,English,Standard,2013-05-01,19,False,0,9790,3199,Mid_Term,English
7814,17351589,0.0,698175.3333333334,1988-03-01,20.0,False,True,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2014-04-20,20,True,0,12391,2845,Mid_Term,English
7815,17352083,0.0,285398.39999999997,1993-07-15,20.0,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,Y,Y,Y,1-5,English,Premier,2015-10-12,20,True,0,10429,2305,Mid_Term,English
7817,17362876,529.2,325987.20000000007,1993-04-01,14.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,51-100,English,Standard,2012-10-06,14,True,1,10534,3406,Mid_Term,English
7819,17368961,0.0,564446.4,2007-12-01,6.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2008-11-03,6,False,0,5177,4839,Short_Term,English
7820,17373357,0.0,182818.00000000003,2001-08-14,19.0,False,False,False,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2013-04-21,19,True,0,7477,3209,Mid_Term,English
7821,17373979,0.0,190320.21333333335,1991-09-01,19.0,False,True,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2014-07-27,19,True,0,11112,2747,Mid_Term,English
7822,17374688,716.2666666666668,1607302.4000000001,2006-04-11,17.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2010-09-01,17,True,1,5776,4172,Short_Term,English
7824,17387269,0.0,2664836.416666667,2017-08-14,49.0,False,False,False,AUTO RENEW,BRANCH (PHONE),N,N,N,N,N,N,N,N,N,6-10,Unknowm,Standard,2013-03-07,49,True,0,1633,3254,Short_Term,European
7825,17394436,0.0,526392.8685714286,1985-07-15,22.0,False,True,False,NOTICE,WEB,N,Y,N,N,N,N,Y,N,Y,6-10,English,Premier,2016-01-21,22,True,0,13351,2204,Mid_Term,English
7827,17401950,233.7904761904762,100997.48571428572,2003-08-26,3.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-02-10,3,True,1,6735,2914,Mid_Term,English
7828,17404223,0.0,383952.0,1996-03-01,19.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,Vietnamese,Standard,2013-12-24,19,True,0,9469,2962,Mid_Term,Asian
7829,17404980,1116.7,178672.0,2017-10-13,10.0,False,False,False,AUTO RENEW,BRANCH (PHONE),N,N,N,N,N,N,N,N,N,101-500,English,Standard,2014-11-05,10,True,1,1573,2646,Short_Term,English
7830,17406384,194.03428571428572,53553.462857142855,1978-12-25,6.0,False,True,False,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,6-10,English,Standard,2015-07-12,6,True,1,15745,2397,Long-Term,English
7831,17406848,0.0,686120.2285714287,1995-11-01,18.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2010-07-27,18,True,0,9590,4208,Mid_Term,English
7832,17407949,0.0,126444.64,1993-10-01,21.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,Unknowm,Premier,2013-09-26,21,True,0,10351,3051,Mid_Term,European
7833,17413260,232.11809523809526,404581.84,1971-09-01,21.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,Y,N,Y,6-10,English,Premier,2015-03-13,21,False,1,18417,2518,Long-Term,English
7834,17413899,0.0,325596.38399999996,1989-07-01,18.0,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,1-5,English,Premier,2013-08-10,18,True,0,11904,3098,Mid_Term,English
7835,17415118,459.0,192780.0,1994-08-15,21.0,True,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2005-10-31,21,True,1,10033,5938,Mid_Term,English
7836,17419527,0.0,41008.19047619048,1997-12-25,10.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2012-07-05,10,True,0,8805,3499,Mid_Term,English
7837,17425109,0.0,30141.15,1996-08-01,5.0,True,True,True,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,N,1-5,English,Premier,2012-12-03,5,True,0,9316,3348,Mid_Term,English
7838,17425257,0.0,791712.0000000001,1995-01-15,24.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2013-07-24,24,True,0,9880,3115,Mid_Term,English
7839,17428281,181.85333333333335,155484.6,1994-03-01,19.0,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2013-08-08,19,False,1,10200,3100,Mid_Term,English
7840,17429836,1416.5333333333335,995822.9333333336,1995-06-01,19.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,500+,English,Premier,2014-09-23,19,False,1,9743,2689,Mid_Term,English
7841,17435291,225.08000000000004,486172.80000000005,1968-01-01,20.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,1-5,English,Premier,2012-05-22,20,True,1,19756,3543,Long-Term,English
7844,17440302,0.0,399717.51238095236,2012-03-09,19.0,False,False,False,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2010-12-15,19,True,0,3617,4067,Short_Term,English
7846,17440849,0.0,679669.7599999999,1992-10-01,14.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2013-07-18,14,True,0,10716,3121,Mid_Term,English
7847,17442088,0.0,260507.37142857144,1983-08-15,19.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2011-10-20,19,True,0,14051,3758,Mid_Term,English
7849,17446892,0.0,700867.142857143,2010-05-28,10.0,True,True,True,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N,6-10,English,Premier,2012-03-10,10,True,0,4268,3616,Short_Term,English
7850,17447720,0.0,326177.28,2009-04-11,22.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,51-100,English,Standard,2010-09-16,22,False,0,4680,4157,Short_Term,English
7851,17448383,0.0,1731260.96,1993-09-01,22.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2013-09-16,22,True,0,10381,3061,Mid_Term,English
7852,17464003,772.2666666666668,1380812.8,1977-06-15,12.0,True,True,True,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2007-11-16,12,True,1,16303,5192,Long-Term,English
7854,17475107,0.0,509223.3142857143,1974-01-15,22.0,False,True,False,NOTICE,WEB,N,N,N,N,N,N,Y,N,Y,6-10,Unknowm,Premier,2015-04-05,22,True,0,17550,2495,Long-Term,European
7855,17477398,0.0,630220.8000000002,1990-11-15,24.0,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,Y,N,Y,11-50,Unknowm,Premier,2012-07-25,24,True,0,11402,3479,Mid_Term,European
7856,17478143,0.0,287978.5333333333,1989-11-01,22.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2015-02-13,22,False,0,11781,2546,Mid_Term,English
7857,17483775,0.0,1225947.8399999999,2011-07-05,18.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2002-09-27,18,True,0,3865,7068,Short_Term,English
7858,17484878,173.0533333333333,149518.08,1981-02-01,16.0,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-11-06,16,True,1,14976,3010,Long-Term,English
7859,17485046,0.0,257320.21333333338,1981-10-01,11.0,False,True,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2011-04-01,11,True,0,14734,3960,Long-Term,English
7860,17485709,0.0,445322.0266666667,1992-04-01,17.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2013-04-20,17,True,0,10899,3210,Mid_Term,English
7861,17490250,0.0,2786965.76,1969-09-15,20.0,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,11-50,English,Premier,2002-11-25,20,True,0,19133,7009,Long-Term,English
7862,17490862,0.0,233467.2,1995-08-15,12.0,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2012-11-01,12,False,0,9668,3380,Mid_Term,English
7864,17493570,0.0,1703142.0,1976-09-01,9.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,101-500,English,Premier,2012-12-04,9,False,0,16590,3347,Long-Term,English
7865,17496204,0.0,565844.4,1996-01-15,9.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2011-06-02,9,True,0,9515,3898,Mid_Term,English
7866,17505525,0.0,3638.96,2000-12-04,2.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2014-10-11,2,True,0,7730,2671,Mid_Term,English
7867,17506684,0.0,340134.91200000007,1996-04-15,16.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2009-09-17,16,True,0,9424,4521,Mid_Term,English
7868,17507079,0.0,1445574.0,2017-01-06,21.0,False,False,False,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2010-08-24,21,True,0,1853,4180,Short_Term,English
7869,17513549,0.0,222635.40000000002,1997-05-15,17.0,False,False,False,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,101-500,English,Standard,2014-12-07,17,True,0,9029,2614,Mid_Term,English
7870,17513641,0.0,30319.432000000004,2017-10-13,17.0,False,False,False,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2015-03-16,17,True,0,1573,2515,Short_Term,English
7871,17518332,153.65714285714287,82974.85714285714,1970-06-01,20.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,6-10,Unknowm,Premier,2015-09-07,20,True,1,18874,2340,Long-Term,European
7872,17519009,0.0,1733301.0,1985-10-01,15.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,101-500,English,Premier,2011-04-03,15,False,0,13273,3958,Mid_Term,English
7873,17520542,0.0,261497.60000000006,2003-05-15,16.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,Y,N,Y,1-5,English,Standard,2015-03-05,16,True,0,6838,2526,Mid_Term,English
7874,17524130,191.9066666666667,62753.48,1993-02-01,3.0,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,1-5,Unknowm,Standard,2013-04-27,3,True,1,10593,3203,Mid_Term,European
7875,17527082,0.0,82180.8,1998-02-01,20.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2014-06-07,20,False,0,8767,2797,Mid_Term,English
7877,17532914,0.0,309862.7504761904,1993-05-21,22.0,False,True,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,Y,Y,6-10,English,Premier,2013-10-03,22,True,0,10484,3044,Mid_Term,English
7878,17533595,0.0,426064.0,1997-10-15,15.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,101-500,English,Premier,2013-07-24,15,False,0,8876,3115,Mid_Term,English
7879,17533627,0.0,214941.65333333335,1994-03-15,5.0,False,True,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2011-11-19,5,True,0,10186,3728,Mid_Term,English
7880,17536752,0.0,335247.1238095238,1996-05-15,17.0,False,False,False,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2010-04-15,17,True,0,9394,4311,Mid_Term,English
7881,17538088,0.0,561184.0000000001,2012-08-15,6.0,False,True,False,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,N,101-500,English,Premier,2014-02-26,6,True,0,3458,2898,Short_Term,English
7882,17539482,0.0,76739.50000000001,1990-11-01,15.0,True,False,False,NOTICE,MAIL,Y,N,N,N,N,N,N,N,Y,51-100,English,Premier,2016-03-16,15,True,0,11416,2149,Mid_Term,English
7883,17542533,0.0,149276.0,1990-12-01,14.0,False,True,False,NOTICE,WEB,N,N,N,N,N,N,Y,N,Y,6-10,English,Premier,2015-07-30,14,True,0,11386,2379,Mid_Term,English
7886,17547655,0.0,283751.25333333336,1994-02-15,16.0,True,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2011-04-13,16,True,0,10214,3948,Mid_Term,English
7887,17548354,0.0,1285053.7142857143,1992-04-01,20.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2010-06-25,20,True,0,10899,4240,Mid_Term,English
7889,17550697,0.0,158311.54285714286,1992-04-01,18.0,False,True,False,NOTICE,WEB,N,N,N,N,N,N,Y,N,Y,6-10,English,Standard,2014-06-28,18,True,0,10899,2776,Mid_Term,English
7890,17550823,0.0,690438.1714285715,1998-02-15,18.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-09-25,18,True,0,8753,2687,Mid_Term,English
7891,17552710,0.0,728950.0,1996-07-01,14.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,6-10,English,Standard,2013-04-01,14,True,0,9347,3229,Mid_Term,English
7892,17557799,408.512,589891.328,1959-06-15,19.0,False,False,False,AUTO RENEW,AUTO RENEW,N,Y,N,N,N,N,N,N,Y,51-100,English,Premier,2015-10-06,19,False,1,22878,2311,Long-Term,English
7893,17559155,0.0,44885.03999999999,2010-06-03,1.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2011-06-21,1,True,0,4262,3879,Short_Term,English
7894,17562238,0.0,125293.34999999999,2006-08-14,7.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,1-5,English,Standard,2015-04-09,7,True,0,5651,2491,Short_Term,English
7895,17562802,0.0,693948.0380952382,1996-11-15,19.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-11-09,19,True,0,9210,3007,Mid_Term,English
7896,17564528,108.09119999999999,112090.5744,2013-05-15,17.0,False,False,False,NOTICE,BRANCH (POS),N,Y,N,N,N,N,N,N,Y,1-5,English,Standard,2015-02-03,17,True,1,3185,2556,Short_Term,English
7897,17567218,0.0,100971.42857142858,1984-04-01,20.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,6-10,English,Premier,2008-10-17,20,True,0,13821,4856,Mid_Term,English
7900,17573027,0.0,193712.4205714286,1997-05-15,9.0,False,False,False,AUTO RENEW,AUTO RENEW,N,Y,N,N,N,N,N,N,Y,6-10,English,Standard,2010-03-29,9,False,0,9029,4328,Mid_Term,English
7901,17573569,0.0,244032.00000000006,1995-04-15,15.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2009-03-14,15,False,0,9790,4708,Mid_Term,English
7903,17575492,0.0,193385.75999999998,2005-03-09,6.0,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2012-07-05,6,True,0,6174,3499,Short_Term,English
7906,17580571,0.0,1114371.2914285716,1995-03-01,16.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2011-01-30,16,False,0,9835,4021,Mid_Term,English
7907,17583398,0.0,421434.624,1994-05-01,17.0,False,False,False,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2013-07-23,17,False,0,10139,3116,Mid_Term,English
7908,17584443,0.0,413996.80000000005,1992-08-15,21.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2015-03-31,21,True,0,10763,2500,Mid_Term,English
7909,17584696,0.0,363632.91428571433,1996-09-01,18.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2012-11-14,18,True,0,9285,3367,Mid_Term,English
7910,17584963,339.80333333333334,329269.43,1993-05-01,19.0,False,False,False,NOTICE,BRANCH (POS),Y,N,N,N,N,N,N,N,Y,51-100,English,Premier,2013-04-04,19,True,1,10504,3226,Mid_Term,English
7911,17585449,0.0,123826.56000000001,1990-12-15,3.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2013-07-20,3,True,0,11372,3119,Mid_Term,English
7914,17590388,0.0,258592.2857142857,1988-03-01,23.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2013-01-16,23,True,0,12391,3304,Mid_Term,English
7916,17591190,121.65333333333334,254985.38666666666,1983-11-01,16.0,False,False,False,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,Y,Y,1-5,English,Premier,2015-04-16,16,True,1,13973,2484,Mid_Term,English
7917,17594031,0.0,697170.2400000001,1997-04-01,24.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2011-09-28,24,False,0,9073,3780,Mid_Term,English
7918,17596131,0.0,347610.24,2000-05-19,18.0,False,True,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2012-06-23,18,True,0,7929,3511,Mid_Term,English
7920,17600442,0.0,640109.4857142856,1996-10-15,18.0,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2012-07-10,18,True,0,9241,3494,Mid_Term,English
7921,17600794,0.0,1348222.4000000001,1990-09-15,21.0,True,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2013-05-28,21,False,0,11463,3172,Mid_Term,English
7922,17602967,0.0,136671.16190476192,1993-08-01,19.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,6-10,English,Premier,2011-04-09,19,False,0,10412,3952,Mid_Term,English
7923,17608109,374.49600000000004,988669.4400000001,1981-12-01,22.0,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,11-50,English,Standard,2014-04-29,22,False,1,14673,2836,Long-Term,English
7924,17611658,0.0,322106.24,1996-02-01,14.0,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,Y,N,Y,6-10,Unknowm,Standard,2008-10-19,14,False,0,9498,4854,Mid_Term,European
7925,17612148,130.42666666666668,63909.066666666666,1972-07-15,14.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2015-01-16,14,True,1,18099,2574,Long-Term,English
7926,17618504,0.0,1365018.7200000002,1982-07-01,23.0,False,False,False,AUTO RENEW,AUTO RENEW,N,Y,N,N,Y,N,Y,N,Y,11-50,English,Standard,2011-08-04,23,True,0,14461,3835,Mid_Term,English
7927,17621402,0.0,1532421.0,1986-07-01,22.0,False,False,False,NOTICE,WEB,N,Y,Y,N,N,N,N,N,Y,51-100,English,Premier,2012-11-30,22,True,0,13000,3351,Mid_Term,English
7928,17626498,0.0,327391.7142857143,1985-11-01,19.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2011-03-09,19,True,0,13242,3983,Mid_Term,English
7929,17628731,0.0,475401.1428571429,1997-02-01,22.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,6-10,English,Premier,2015-01-17,22,True,0,9132,2573,Mid_Term,English
7930,17630616,0.0,237439.92380952387,2013-07-23,20.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-12-25,20,True,0,3116,2961,Short_Term,English
7931,17637105,0.0,107853.44000000002,1997-02-15,4.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2013-03-22,4,False,0,9118,3239,Mid_Term,English
7932,17645537,0.0,354722.4986666666,2014-07-18,23.0,False,False,False,NOTICE,BRANCH (POS),Y,N,N,N,N,N,N,N,Y,11-50,English,Premier,2012-11-15,23,True,0,2756,3366,Short_Term,English
7933,17648523,0.0,783626.6666666669,1988-06-15,20.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2013-03-17,20,False,0,12285,3244,Mid_Term,English
7934,17655884,0.0,1555398.0,1997-09-15,13.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,N,11-50,English,Premier,2008-12-23,13,False,0,8906,4789,Mid_Term,English
7935,17657040,0.0,49752.5,1997-11-01,7.0,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,Y,N,N,11-50,Arabic,Standard,2015-07-06,7,True,0,8859,2403,Mid_Term,Asian
7936,17661120,219.7714285714286,127467.42857142861,1992-01-15,20.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-05-22,20,True,1,10976,2813,Mid_Term,English
7938,17663845,201.0666666666667,401128.00000000006,1993-04-15,19.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2013-01-23,19,False,1,10520,3297,Mid_Term,English
7940,17664935,0.0,1329123.5999999999,1989-12-01,21.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2012-02-17,21,False,0,11751,3638,Mid_Term,English
7942,17669754,0.0,703024.1523809523,1983-02-01,17.0,False,False,False,NOTICE,WEB,N,N,N,N,Y,N,N,N,Y,6-10,English,Standard,2012-09-24,17,True,0,14246,3418,Mid_Term,English
7943,17671494,0.0,347389.3333333333,1984-04-15,20.0,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,6-10,English,Premier,2015-03-09,20,False,0,13807,2522,Mid_Term,English
7945,17679829,382.5033333333334,448676.41000000003,1972-01-15,23.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,Y,N,Y,51-100,English,Premier,2015-05-27,23,False,1,18281,2443,Long-Term,English
7946,17681836,120.17333333333335,271591.7333333334,1982-01-01,20.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2015-05-01,20,True,1,14642,2469,Long-Term,English
7947,17684017,1347.7533333333333,1293843.2,1993-02-01,15.0,False,True,False,AUTO RENEW,AUTO RENEW,Y,N,Y,Y,Y,Y,Y,Y,Y,101-500,Unknowm,Premier,2012-11-20,15,True,1,10593,3361,Mid_Term,European
7948,17688570,122.76,230911.56,1993-04-15,19.0,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2015-04-05,19,True,1,10520,2495,Mid_Term,English
